Store,Month,Day,Slot,Estimated Cleaning Time (minutes),Frequency
815,9,Thursday,4 hours,241,Monthly
1783,9,Friday,4 hours,143,Bi-monthly
1683,9,Monday,4 hours,154,Bi-monthly
2020,9,Tuesday,4 hours,148,Bi-monthly
1356,9,Wednesday,4 hours,124,Bi-monthly
1759,9,Thursday,4 hours,178,Bi-monthly
1951,9,Friday,4 hours,152,Bi-monthly
757,9,Monday,4 hours,129,Bi-monthly
1495,9,Tuesday,4 hours,241,Bi-monthly
242,9,Wednesday,4 hours,166,Monthly
1601,9,Thursday,4 hours,136,Bi-monthly
1536,9,Friday,4 hours,162,Bi-monthly
944,9,Monday,4 hours,342,Bi-monthly
1522,9,Tuesday,4 hours,201,Bi-monthly
1489,9,Wednesday,4 hours,154,Bi-monthly
1430,9,Thursday,4 hours,186,Bi-monthly
1984,9,Friday,4 hours,258,Monthly
1677,9,Monday,4 hours,195,Bi-monthly
1950,9,Tuesday,4 hours,198,Monthly
1428,9,Wednesday,4 hours,212,Bi-monthly
1651,9,Thursday,4 hours,230,Bi-monthly
221,9,Friday,4 hours,147,Bi-monthly
775,9,Monday,4 hours,371,Monthly
1451,9,Tuesday,4 hours,303,Bi-monthly
1453,9,Wednesday,4 hours,147,Bi-monthly
1714,9,Thursday,4 hours,122,Bi-monthly
391,9,Friday,4 hours,230,Monthly
1372,9,Monday,4 hours,206,Bi-monthly
519,9,Tuesday,4 hours,167,Bi-monthly
1437,9,Wednesday,4 hours,122,Bi-monthly
1155,9,Thursday,4 hours,159,Bi-monthly
1215,9,Friday,4 hours,144,Bi-monthly
721,9,Monday,4 hours,159,Bi-monthly
964,9,Tuesday,4 hours,273,Bi-monthly
1581,9,Wednesday,4 hours,226,Monthly
1634,9,Thursday,4 hours,111,Bi-monthly
1695,9,Friday,4 hours,160,Bi-monthly
1921,9,Monday,4 hours,162,Bi-monthly
1262,9,Tuesday,4 hours,200,Bi-monthly
1274,9,Wednesday,4 hours,120,Bi-monthly
1510,9,Thursday,4 hours,148,Bi-monthly
1113,9,Friday,4 hours,162,Bi-monthly
1613,9,Monday,4 hours,258,Monthly
1661,9,Tuesday,4 hours,117,Bi-monthly
1793,9,Wednesday,4 hours,175,Bi-monthly
1503,9,Thursday,4 hours,208,Bi-monthly
1901,9,Friday,4 hours,175,Bi-monthly
1450,9,Monday,4 hours,189,Bi-monthly
1559,9,Tuesday,4 hours,172,Bi-monthly
1081,9,Wednesday,4 hours,190,Bi-monthly
1136,9,Thursday,4 hours,130,Bi-monthly
1797,9,Friday,4 hours,151,Bi-monthly
1513,9,Monday,4 hours,137,Bi-monthly
1709,9,Tuesday,4 hours,167,Bi-monthly
2047,9,Wednesday,4 hours,167,Monthly
133,9,Thursday,4 hours,150,Bi-monthly
1767,9,Friday,4 hours,139,Bi-monthly
684,9,Monday,4 hours,143,Bi-monthly
1265,9,Tuesday,4 hours,196,Bi-monthly
1530,9,Wednesday,4 hours,204,Bi-monthly
1568,9,Thursday,4 hours,142,Bi-monthly
2052,9,Friday,4 hours,190,Bi-monthly
1898,9,Monday,4 hours,157,Bi-monthly
1595,9,Tuesday,4 hours,434,Bi-monthly
1732,9,Wednesday,4 hours,169,Bi-monthly
1827,9,Thursday,4 hours,146,Bi-monthly
2048,9,Friday,4 hours,158,Bi-monthly
1537,9,Monday,4 hours,129,Bi-monthly
1887,9,Tuesday,4 hours,271,Bi-monthly
1861,9,Wednesday,4 hours,265,Bi-monthly
1622,9,Thursday,4 hours,135,Bi-monthly
459,9,Friday,4 hours,169,Bi-monthly
160,9,Monday,4 hours,161,Bi-monthly
1455,9,Tuesday,4 hours,141,Bi-monthly
1480,9,Wednesday,4 hours,130,Bi-monthly
1742,9,Thursday,4 hours,178,Bi-monthly
1092,9,Friday,4 hours,159,Bi-monthly
1606,9,Monday,4 hours,148,Bi-monthly
1514,9,Tuesday,4 hours,193,Bi-monthly
1119,9,Wednesday,4 hours,157,Bi-monthly
1567,9,Thursday,4 hours,178,Bi-monthly
1721,9,Friday,4 hours,151,Bi-monthly
1852,9,Monday,4 hours,208,Bi-monthly
1388,9,Tuesday,4 hours,194,Bi-monthly
1953,9,Wednesday,4 hours,203,Bi-monthly
1620,9,Thursday,4 hours,147,Bi-monthly
19,9,Friday,4 hours,146,Bi-monthly
1700,9,Monday,4 hours,170,Bi-monthly
1699,9,Tuesday,4 hours,140,Bi-monthly
1905,9,Wednesday,4 hours,227,Bi-monthly
63,9,Thursday,4 hours,179,Bi-monthly
1341,9,Friday,4 hours,158,Bi-monthly
1447,9,Monday,4 hours,176,Bi-monthly
1586,9,Tuesday,4 hours,187,Bi-monthly
1493,9,Wednesday,4 hours,151,Bi-monthly
1745,9,Thursday,4 hours,176,Bi-monthly
1501,9,Friday,4 hours,233,Bi-monthly
2024,9,Monday,4 hours,160,Bi-monthly
1587,9,Tuesday,4 hours,197,Bi-monthly
1809,9,Wednesday,4 hours,184,Bi-monthly
1386,9,Thursday,4 hours,159,Bi-monthly
1855,9,Friday,4 hours,197,Bi-monthly
1497,9,Monday,4 hours,160,Bi-monthly
1751,9,Tuesday,4 hours,398,Monthly
407,9,Wednesday,4 hours,209,Bi-monthly
1519,9,Thursday,4 hours,204,Bi-monthly
1552,9,Friday,4 hours,269,Monthly
1668,9,Monday,4 hours,217,Bi-monthly
1941,9,Tuesday,4 hours,279,Monthly
1757,9,Wednesday,4 hours,251,Bi-monthly
1825,9,Thursday,4 hours,269,Bi-monthly
1545,9,Friday,4 hours,179,Bi-monthly
1617,9,Monday,4 hours,164,Bi-monthly
1869,9,Tuesday,4 hours,184,Bi-monthly
1643,9,Wednesday,4 hours,187,Bi-monthly
1173,9,Thursday,4 hours,210,Bi-monthly
455,9,Friday,4 hours,191,Bi-monthly
1903,9,Monday,4 hours,185,Bi-monthly
1041,9,Tuesday,4 hours,130,Bi-monthly
928,9,Wednesday,4 hours,170,Bi-monthly
1429,9,Thursday,4 hours,168,Bi-monthly
1553,9,Friday,4 hours,339,Monthly
759,9,Monday,4 hours,189,Bi-monthly
134,9,Tuesday,4 hours,252,Monthly
934,9,Wednesday,4 hours,181,Bi-monthly
1129,9,Thursday,4 hours,201,Bi-monthly
1747,9,Friday,4 hours,217,Bi-monthly
558,9,Monday,4 hours,204,Bi-monthly
1686,9,Tuesday,4 hours,358,Monthly
1891,9,Wednesday,4 hours,153,Bi-monthly
634,9,Thursday,4 hours,215,Bi-monthly
948,9,Friday,4 hours,204,Bi-monthly
1877,9,Monday,4 hours,383,Bi-monthly
536,9,Tuesday,4 hours,187,Bi-monthly
1974,9,Wednesday,4 hours,163,Bi-monthly
1717,9,Thursday,4 hours,172,Bi-monthly
1000,9,Friday,4 hours,218,Monthly
1482,9,Monday,4 hours,183,Bi-monthly
2055,9,Tuesday,4 hours,181,Bi-monthly
1978,9,Wednesday,4 hours,248,Bi-monthly
1633,9,Thursday,4 hours,165,Bi-monthly
2094,9,Friday,4 hours,191,Monthly
1650,9,Monday,4 hours,151,Bi-monthly
1344,9,Tuesday,4 hours,162,Bi-monthly
2009,9,Wednesday,4 hours,187,Monthly
1743,9,Thursday,4 hours,230,Bi-monthly
1886,9,Friday,4 hours,190,Bi-monthly
599,9,Monday,4 hours,246,Monthly
2027,9,Tuesday,4 hours,186,Bi-monthly
1596,9,Wednesday,4 hours,156,Bi-monthly
1054,9,Thursday,4 hours,182,Bi-monthly
1652,9,Friday,4 hours,254,Bi-monthly
1835,9,Monday,4 hours,192,Bi-monthly
1116,9,Tuesday,4 hours,186,Bi-monthly
1680,9,Wednesday,4 hours,221,Bi-monthly
1251,9,Thursday,4 hours,195,Bi-monthly
1481,9,Friday,4 hours,186,Bi-monthly
1703,9,Monday,4 hours,192,Bi-monthly
1749,9,Tuesday,4 hours,283,Monthly
1250,9,Wednesday,4 hours,290,Bi-monthly
1730,9,Thursday,4 hours,361,Bi-monthly
1323,9,Friday,4 hours,156,Bi-monthly
1186,9,Monday,4 hours,215,Bi-monthly
1572,9,Tuesday,4 hours,257,Bi-monthly
980,9,Wednesday,4 hours,179,Bi-monthly
1598,9,Thursday,4 hours,268,Bi-monthly
1591,9,Friday,4 hours,215,Monthly
1649,9,Monday,4 hours,253,Bi-monthly
517,9,Tuesday,4 hours,235,Monthly
1588,9,Wednesday,4 hours,230,Bi-monthly
1712,9,Thursday,4 hours,256,Bi-monthly
1492,9,Friday,4 hours,181,Bi-monthly
615,9,Monday,4 hours,387,Monthly
75,9,Tuesday,4 hours,198,Monthly
1792,9,Wednesday,4 hours,310,Bi-monthly
831,9,Thursday,4 hours,160,Bi-monthly
1738,9,Friday,4 hours,286,Bi-monthly
1579,9,Monday,4 hours,229,Bi-monthly
35,9,Tuesday,4 hours,320,Bi-monthly
1735,9,Wednesday,4 hours,204,Bi-monthly
1816,9,Thursday,4 hours,249,Bi-monthly
1646,9,Friday,4 hours,230,Bi-monthly
1555,9,Monday,4 hours,272,Monthly
1058,9,Tuesday,4 hours,200,Bi-monthly
1674,9,Wednesday,4 hours,228,Bi-monthly
1614,9,Thursday,4 hours,226,Bi-monthly
1748,9,Friday,4 hours,200,Bi-monthly
1959,9,Monday,4 hours,218,Bi-monthly
1435,9,Tuesday,4 hours,186,Bi-monthly
843,9,Wednesday,4 hours,230,Bi-monthly
1022,9,Thursday,4 hours,197,Monthly
1830,9,Friday,4 hours,201,Bi-monthly
1021,9,Monday,4 hours,232,Bi-monthly
1880,9,Tuesday,4 hours,216,Bi-monthly
1684,9,Wednesday,4 hours,308,Bi-monthly
2017,9,Thursday,4 hours,242,Bi-monthly
1819,9,Friday,4 hours,254,Bi-monthly
971,9,Monday,4 hours,210,Bi-monthly
199,9,Tuesday,4 hours,224,Bi-monthly
1062,9,Wednesday,4 hours,329,Monthly
1669,9,Thursday,4 hours,224,Bi-monthly
1822,9,Friday,4 hours,201,Bi-monthly
1638,9,Monday,4 hours,234,Bi-monthly
1456,9,Tuesday,4 hours,289,Bi-monthly
1728,9,Wednesday,4 hours,208,Bi-monthly
1540,9,Thursday,4 hours,300,Bi-monthly
1789,9,Friday,4 hours,235,Monthly
1138,9,Monday,4 hours,240,Monthly
1860,9,Tuesday,4 hours,220,Bi-monthly
1542,9,Wednesday,4 hours,308,Bi-monthly
319,9,Thursday,4 hours,325,Monthly
2074,9,Friday,4 hours,232,Monthly
1884,9,Monday,4 hours,221,Monthly
1960,9,Tuesday,4 hours,315,Monthly
1305,9,Wednesday,4 hours,259,Bi-monthly
1541,9,Thursday,4 hours,320,Bi-monthly
1756,10,Thursday,4 hours,69,Monthly
1848,10,Friday,4 hours,253,Monthly
2128,10,Monday,4 hours,163,Quarterly
1200,10,Tuesday,4 hours,192,Monthly
1397,10,Wednesday,4 hours,140,Monthly
1558,10,Thursday,4 hours,248,Monthly
1707,10,Friday,4 hours,217,Monthly
1776,10,Monday,4 hours,194,Monthly
2011,10,Tuesday,4 hours,159,Monthly
2080,10,Wednesday,4 hours,150,Monthly
1775,10,Thursday,4 hours,155,Monthly
2081,10,Thursday,4 hours,0,Monthly
2106,10,Friday,4 hours,131,Monthly
2014,10,Friday,4 hours,0,Quarterly
1145,10,Monday,4 hours,284,Monthly
1740,10,Tuesday,4 hours,110,Monthly
1976,10,Wednesday,4 hours,168,Monthly
1042,10,Thursday,4 hours,148,Monthly
1985,10,Friday,4 hours,309,Monthly
1694,10,Monday,4 hours,7,Quarterly
1338,10,Monday,4 hours,98,Monthly
1971,10,Tuesday,4 hours,257,Monthly
1354,10,Wednesday,4 hours,116,Monthly
1828,10,Thursday,4 hours,128,Monthly
1387,10,Friday,4 hours,130,Monthly
1670,10,Monday,4 hours,149,Monthly
1398,10,Monday,4 hours,41,Quarterly
1910,10,Tuesday,4 hours,265,Monthly
1875,10,Wednesday,4 hours,18,Quarterly
409,10,Wednesday,4 hours,221,Monthly
2058,10,Thursday,4 hours,336,Monthly
1846,10,Friday,4 hours,121,Monthly
1124,10,Monday,4 hours,348,Monthly
1244,10,Tuesday,4 hours,86,Monthly
1380,10,Wednesday,4 hours,327,Monthly
1790,10,Thursday,4 hours,85,Quarterly
1329,10,Thursday,4 hours,92,Monthly
1319,10,Thursday,4 hours,63,Quarterly
710,10,Friday,4 hours,62,Quarterly
1866,10,Monday,4 hours,252,Monthly
1843,10,Tuesday,4 hours,59,Quarterly
1292,10,Tuesday,4 hours,83,Quarterly
1561,10,Tuesday,4 hours,94,Monthly
485,10,Wednesday,4 hours,176,Monthly
1844,10,Thursday,4 hours,129,Monthly
749,10,Thursday,4 hours,94,Monthly
929,10,Friday,4 hours,56,Quarterly
690,10,Friday,4 hours,148,Monthly
1376,10,Monday,4 hours,365,Monthly
1679,10,Tuesday,4 hours,60,Quarterly
1902,10,Tuesday,4 hours,164,Quarterly
1608,10,Wednesday,4 hours,65,Quarterly
1003,10,Wednesday,4 hours,85,Quarterly
2073,10,Thursday,4 hours,155,Quarterly
1685,10,Thursday,4 hours,35,Quarterly
1148,10,Friday,4 hours,155,Monthly
1299,10,Monday,4 hours,170,Monthly
403,10,Tuesday,4 hours,164,Monthly
1847,10,Wednesday,4 hours,96,Quarterly
349,10,Wednesday,4 hours,105,Quarterly
1231,10,Wednesday,4 hours,39,Quarterly
38,10,Thursday,4 hours,87,Quarterly
1439,10,Thursday,4 hours,76,Quarterly
1870,10,Friday,4 hours,119,Quarterly
768,10,Monday,4 hours,247,Monthly
1768,10,Tuesday,4 hours,135,Quarterly
1132,10,Wednesday,4 hours,152,Monthly
1977,10,Wednesday,4 hours,40,Monthly
1645,10,Thursday,4 hours,87,Quarterly
1467,10,Friday,4 hours,159,Monthly
1719,10,Monday,4 hours,187,Quarterly
448,10,Tuesday,4 hours,108,Quarterly
739,10,Wednesday,4 hours,138,Quarterly
1007,10,Thursday,4 hours,117,Quarterly
592,10,Thursday,4 hours,94,Quarterly
523,10,Friday,4 hours,72,Quarterly
1463,10,Friday,4 hours,94,Monthly
1654,10,Friday,4 hours,74,Quarterly
386,10,Monday,4 hours,211,Monthly
1353,10,Tuesday,4 hours,126,Quarterly
550,10,Tuesday,4 hours,80,Quarterly
568,10,Wednesday,4 hours,142,Quarterly
1164,10,Thursday,4 hours,202,Monthly
1845,10,Friday,4 hours,105,Quarterly
1922,10,Monday,4 hours,289,Monthly
805,10,Tuesday,4 hours,75,Monthly
1333,10,Tuesday,4 hours,96,Quarterly
703,10,Wednesday,4 hours,80,Quarterly
832,10,Wednesday,4 hours,76,Quarterly
818,10,Thursday,4 hours,137,Quarterly
1526,10,Thursday,4 hours,46,Quarterly
516,10,Friday,4 hours,100,Quarterly
113,10,Friday,4 hours,86,Quarterly
139,10,Monday,4 hours,88,Quarterly
1629,10,Monday,4 hours,127,Quarterly
687,10,Tuesday,4 hours,77,Quarterly
1969,10,Tuesday,4 hours,121,Monthly
1900,10,Wednesday,4 hours,335,Monthly
117,10,Thursday,4 hours,74,Quarterly
2035,10,Thursday,4 hours,115,Quarterly
513,10,Friday,4 hours,130,Quarterly
577,10,Monday,4 hours,150,Monthly
496,10,Tuesday,4 hours,107,Quarterly
1427,10,Tuesday,4 hours,119,Quarterly
683,10,Wednesday,4 hours,121,Quarterly
1713,10,Thursday,4 hours,225,Monthly
1907,10,Friday,4 hours,193,Monthly
282,10,Monday,4 hours,125,Quarterly
1556,10,Monday,4 hours,87,Quarterly
1337,10,Tuesday,4 hours,93,Quarterly
1426,10,Tuesday,4 hours,132,Quarterly
1525,10,Wednesday,4 hours,129,Monthly
1056,10,Wednesday,4 hours,93,Quarterly
1006,10,Thursday,4 hours,98,Quarterly
476,10,Thursday,4 hours,89,Quarterly
1486,10,Friday,4 hours,149,Monthly
416,10,Monday,4 hours,98,Quarterly
1895,10,Monday,4 hours,114,Quarterly
1278,10,Tuesday,4 hours,137,Quarterly
1444,10,Tuesday,4 hours,55,Monthly
1682,10,Wednesday,4 hours,149,Monthly
2049,10,Thursday,4 hours,101,Quarterly
162,10,Thursday,4 hours,99,Quarterly
1312,10,Friday,4 hours,124,Quarterly
1488,10,Monday,4 hours,136,Monthly
333,10,Tuesday,4 hours,158,Monthly
1371,10,Wednesday,4 hours,103,Quarterly
1117,10,Wednesday,4 hours,83,Quarterly
1702,10,Thursday,4 hours,81,Monthly
1020,10,Thursday,4 hours,112,Quarterly
1508,10,Friday,4 hours,126,Quarterly
1468,10,Friday,4 hours,85,Quarterly
1521,10,Monday,4 hours,174,Quarterly
10,10,Tuesday,4 hours,220,Monthly
581,10,Wednesday,4 hours,110,Quarterly
1177,10,Thursday,4 hours,137,Quarterly
1784,10,Thursday,4 hours,102,Quarterly
970,10,Friday,4 hours,145,Quarterly
933,10,Monday,4 hours,233,Monthly
1548,10,Tuesday,4 hours,173,Monthly
1612,10,Wednesday,4 hours,117,Quarterly
1001,10,Thursday,4 hours,158,Quarterly
837,10,Friday,4 hours,101,Quarterly
1550,10,Monday,4 hours,142,Quarterly
1803,10,Tuesday,4 hours,101,Quarterly
1436,10,Wednesday,4 hours,178,Quarterly
2030,10,Thursday,4 hours,224,Quarterly
1247,10,Friday,4 hours,139,Quarterly
308,10,Monday,4 hours,115,Monthly
671,10,Tuesday,4 hours,151,Monthly
1461,10,Wednesday,4 hours,198,Monthly
1373,10,Thursday,4 hours,190,Quarterly
1676,10,Friday,4 hours,132,Quarterly
1926,10,Monday,4 hours,112,Quarterly
691,10,Tuesday,4 hours,155,Quarterly
362,10,Wednesday,4 hours,132,Quarterly
1367,10,Thursday,4 hours,125,Monthly
1821,10,Friday,4 hours,157,Quarterly
1114,10,Monday,4 hours,98,Quarterly
664,10,Tuesday,4 hours,196,Monthly
1791,10,Wednesday,4 hours,284,Monthly
952,10,Thursday,4 hours,108,Quarterly
396,10,Friday,4 hours,256,Monthly
1459,10,Monday,4 hours,138,Quarterly
1382,10,Tuesday,4 hours,104,Quarterly
321,10,Tuesday,4 hours,119,Quarterly
1112,10,Wednesday,4 hours,122,Quarterly
774,10,Thursday,4 hours,140,Quarterly
1334,10,Friday,4 hours,103,Quarterly
521,10,Monday,4 hours,191,Monthly
1217,10,Tuesday,4 hours,139,Quarterly
1739,10,Wednesday,4 hours,122,Quarterly
1390,10,Thursday,4 hours,120,Quarterly
1952,10,Thursday,4 hours,119,Quarterly
279,10,Friday,4 hours,108,Monthly
1496,10,Friday,4 hours,124,Quarterly
1636,10,Monday,4 hours,120,Quarterly
67,10,Tuesday,4 hours,150,Quarterly
1554,10,Wednesday,4 hours,261,Monthly
1199,10,Thursday,4 hours,121,Quarterly
981,10,Thursday,4 hours,106,Monthly
1019,10,Friday,4 hours,147,Quarterly
1798,10,Friday,4 hours,85,Quarterly
2061,10,Monday,4 hours,136,Monthly
1351,10,Tuesday,4 hours,128,Quarterly
868,10,Wednesday,4 hours,320,Monthly
1987,10,Thursday,4 hours,172,Quarterly
1421,10,Friday,4 hours,130,Quarterly
1221,10,Monday,4 hours,159,Monthly
1060,10,Tuesday,4 hours,130,Quarterly
1773,10,Tuesday,4 hours,100,Quarterly
1658,10,Wednesday,4 hours,119,Quarterly
295,10,Wednesday,4 hours,109,Quarterly
427,10,Thursday,4 hours,133,Quarterly
1261,10,Friday,4 hours,154,Quarterly
1968,10,Monday,4 hours,123,Quarterly
1360,10,Tuesday,4 hours,134,Quarterly
1909,10,Wednesday,4 hours,181,Monthly
1996,10,Thursday,4 hours,139,Quarterly
1872,10,Friday,4 hours,232,Monthly
677,10,Monday,4 hours,95,Quarterly
358,10,Monday,4 hours,95,Quarterly
1494,10,Tuesday,4 hours,142,Quarterly
1782,10,Wednesday,4 hours,168,Quarterly
1259,10,Thursday,4 hours,120,Quarterly
706,10,Friday,4 hours,156,Quarterly
1002,10,Monday,4 hours,142,Quarterly
1036,10,Tuesday,4 hours,146,Monthly
652,10,Wednesday,4 hours,206,Monthly
1787,10,Thursday,4 hours,198,Monthly
1918,10,Friday,4 hours,185,Quarterly
2007,10,Monday,4 hours,147,Monthly
741,10,Tuesday,4 hours,129,Quarterly
696,10,Wednesday,4 hours,115,Quarterly
1681,10,Thursday,4 hours,170,Quarterly
2012,10,Friday,4 hours,149,Quarterly
1734,10,Monday,4 hours,106,Quarterly
2015,10,Tuesday,4 hours,155,Quarterly
1220,10,Wednesday,4 hours,114,Quarterly
281,10,Thursday,4 hours,139,Quarterly
1881,10,Friday,4 hours,156,Monthly
958,10,Monday,4 hours,144,Quarterly
1297,10,Tuesday,4 hours,118,Quarterly
1405,10,Wednesday,4 hours,125,Quarterly
827,10,Thursday,4 hours,197,Monthly
1028,10,Friday,4 hours,121,Quarterly
1932,10,Monday,4 hours,122,Quarterly
173,10,Tuesday,4 hours,162,Quarterly
1311,10,Wednesday,4 hours,146,Quarterly
844,10,Thursday,4 hours,121,Quarterly
602,10,Friday,4 hours,189,Monthly
877,10,Monday,4 hours,245,Monthly
1407,10,Tuesday,4 hours,112,Quarterly
1254,10,Tuesday,4 hours,116,Quarterly
1413,10,Wednesday,4 hours,118,Quarterly
578,10,Thursday,4 hours,233,Quarterly
1509,10,Friday,4 hours,211,Quarterly
2032,10,Monday,4 hours,130,Quarterly
1301,10,Monday,4 hours,106,Quarterly
1963,10,Tuesday,4 hours,119,Quarterly
1084,10,Wednesday,4 hours,148,Quarterly
424,10,Thursday,4 hours,138,Quarterly
1490,10,Friday,4 hours,114,Quarterly
1716,10,Monday,4 hours,200,Quarterly
1406,10,Tuesday,4 hours,133,Quarterly
1158,10,Wednesday,4 hours,125,Quarterly
1040,10,Thursday,4 hours,124,Quarterly
1625,10,Friday,4 hours,134,Quarterly
1878,10,Monday,4 hours,130,Quarterly
871,10,Tuesday,4 hours,129,Quarterly
1802,10,Wednesday,4 hours,161,Quarterly
34,10,Thursday,4 hours,158,Monthly
969,10,Friday,4 hours,112,Quarterly
275,10,Monday,4 hours,270,Monthly
1346,10,Tuesday,4 hours,141,Quarterly
533,10,Tuesday,4 hours,79,Monthly
1063,10,Wednesday,4 hours,175,Monthly
756,10,Thursday,4 hours,234,Monthly
420,10,Friday,4 hours,164,Quarterly
454,10,Monday,4 hours,116,Quarterly
1727,10,Tuesday,4 hours,167,Quarterly
1079,10,Wednesday,4 hours,127,Quarterly
1135,10,Thursday,4 hours,118,Quarterly
1349,10,Thursday,4 hours,116,Quarterly
1370,10,Friday,4 hours,142,Quarterly
419,10,Monday,4 hours,152,Quarterly
1162,10,Tuesday,4 hours,205,Quarterly
280,10,Wednesday,4 hours,112,Quarterly
821,10,Thursday,4 hours,206,Monthly
570,10,Friday,4 hours,311,Monthly
564,10,Monday,4 hours,212,Monthly
1157,10,Tuesday,4 hours,218,Quarterly
1805,10,Wednesday,4 hours,158,Quarterly
431,10,Thursday,4 hours,136,Quarterly
274,10,Friday,4 hours,177,Monthly
1033,10,Monday,4 hours,152,Quarterly
1228,10,Tuesday,4 hours,152,Quarterly
1831,10,Wednesday,4 hours,156,Monthly
815,10,Thursday,4 hours,241,Monthly
1332,10,Friday,4 hours,161,Quarterly
985,10,Monday,4 hours,142,Quarterly
1172,10,Tuesday,4 hours,121,Quarterly
1345,10,Wednesday,4 hours,150,Quarterly
654,10,Thursday,4 hours,130,Quarterly
1804,10,Friday,4 hours,166,Quarterly
242,10,Monday,4 hours,166,Monthly
1379,10,Tuesday,4 hours,130,Quarterly
1249,10,Wednesday,4 hours,158,Quarterly
1984,10,Thursday,4 hours,258,Monthly
1925,10,Friday,4 hours,200,Quarterly
794,10,Monday,4 hours,130,Quarterly
1104,10,Tuesday,4 hours,139,Quarterly
763,10,Wednesday,4 hours,145,Quarterly
1950,10,Thursday,4 hours,198,Monthly
1350,10,Friday,4 hours,189,Quarterly
1271,10,Monday,4 hours,199,Quarterly
775,10,Tuesday,4 hours,371,Monthly
391,10,Wednesday,4 hours,230,Monthly
1592,10,Thursday,4 hours,127,Quarterly
1295,10,Friday,4 hours,210,Quarterly
1599,10,Monday,4 hours,150,Quarterly
1581,10,Tuesday,4 hours,226,Monthly
1176,10,Wednesday,4 hours,134,Quarterly
1431,10,Thursday,4 hours,142,Quarterly
1915,10,Friday,4 hours,151,Quarterly
1073,10,Monday,4 hours,125,Quarterly
1613,10,Tuesday,4 hours,258,Monthly
2019,10,Wednesday,4 hours,88,Quarterly
2161,10,Thursday,4 hours,212,Quarterly
1074,10,Friday,4 hours,139,Quarterly
1836,10,Monday,4 hours,122,Quarterly
772,10,Tuesday,4 hours,151,Quarterly
1578,10,Wednesday,4 hours,137,Quarterly
1850,10,Thursday,4 hours,123,Quarterly
1609,10,Friday,4 hours,200,Quarterly
1889,10,Monday,4 hours,245,Quarterly
1718,10,Tuesday,4 hours,132,Quarterly
1264,10,Wednesday,4 hours,136,Quarterly
1920,10,Thursday,4 hours,127,Quarterly
421,10,Friday,4 hours,175,Quarterly
45,10,Monday,4 hours,212,Quarterly
1163,10,Tuesday,4 hours,157,Quarterly
2047,10,Wednesday,4 hours,167,Monthly
1103,10,Thursday,4 hours,134,Quarterly
1538,10,Friday,4 hours,259,Quarterly
1239,10,Monday,4 hours,148,Quarterly
1184,10,Tuesday,4 hours,168,Quarterly
1647,10,Wednesday,4 hours,144,Quarterly
1741,10,Thursday,4 hours,156,Quarterly
1443,10,Friday,4 hours,167,Quarterly
1753,10,Monday,4 hours,181,Quarterly
1374,10,Tuesday,4 hours,140,Quarterly
2072,10,Wednesday,4 hours,175,Quarterly
838,10,Thursday,4 hours,185,Quarterly
1291,10,Friday,4 hours,165,Quarterly
1764,10,Monday,4 hours,153,Quarterly
1994,10,Tuesday,4 hours,130,Quarterly
1840,10,Wednesday,4 hours,168,Quarterly
850,10,Thursday,4 hours,133,Quarterly
1454,10,Friday,4 hours,227,Quarterly
1547,10,Monday,4 hours,130,Quarterly
1457,10,Tuesday,4 hours,179,Quarterly
1075,10,Wednesday,4 hours,190,Quarterly
836,10,Thursday,4 hours,236,Quarterly
1788,10,Friday,4 hours,131,Quarterly
1671,10,Monday,4 hours,147,Quarterly
1705,10,Tuesday,4 hours,159,Quarterly
583,10,Wednesday,4 hours,154,Quarterly
932,10,Thursday,4 hours,145,Quarterly
1733,10,Friday,4 hours,166,Quarterly
1560,10,Monday,4 hours,152,Quarterly
1642,10,Tuesday,4 hours,151,Quarterly
1627,10,Wednesday,4 hours,158,Quarterly
869,10,Thursday,4 hours,175,Quarterly
1584,10,Friday,4 hours,164,Quarterly
607,10,Monday,4 hours,142,Quarterly
1524,10,Tuesday,4 hours,195,Quarterly
1573,10,Wednesday,4 hours,147,Quarterly
738,10,Thursday,4 hours,145,Quarterly
1896,10,Friday,4 hours,160,Quarterly
1226,10,Monday,4 hours,150,Quarterly
1704,10,Tuesday,4 hours,230,Quarterly
1403,10,Wednesday,4 hours,147,Quarterly
2013,10,Thursday,4 hours,157,Quarterly
1557,10,Friday,4 hours,176,Quarterly
1059,10,Monday,4 hours,153,Quarterly
1564,10,Tuesday,4 hours,212,Quarterly
1731,10,Wednesday,4 hours,187,Quarterly
1999,10,Thursday,4 hours,162,Quarterly
158,10,Friday,4 hours,151,Quarterly
899,10,Monday,4 hours,172,Quarterly
1868,10,Tuesday,4 hours,295,Quarterly
1655,10,Wednesday,4 hours,206,Quarterly
1993,10,Thursday,4 hours,165,Quarterly
673,10,Friday,4 hours,161,Quarterly
1531,10,Monday,4 hours,158,Quarterly
198,10,Tuesday,4 hours,135,Quarterly
1549,10,Wednesday,4 hours,175,Quarterly
444,10,Thursday,4 hours,139,Quarterly
1050,10,Friday,4 hours,156,Quarterly
25,10,Monday,4 hours,192,Quarterly
1417,10,Tuesday,4 hours,204,Quarterly
1585,10,Wednesday,4 hours,174,Quarterly
883,10,Thursday,4 hours,234,Quarterly
1487,10,Friday,4 hours,232,Quarterly
1995,10,Monday,4 hours,199,Quarterly
477,10,Tuesday,4 hours,138,Quarterly
